Project,Year,Month,Date,State,County,Site.Name,Coordinates,Block,Treatment,Site..Type,CollectionID,INHS.Barcode,Family,Genus,Species,Latin.Binomial,Station,Trap,Position,AM.PM,Flower.Association,Collector,Determined.By,Sex,Voutcher,Deposit
Decker_Burn Season,2016,May,5/11/2016,Illinois,Effingham,Ballard Nature Center,"39.0610833333333, -88.7050333333333",4,GS,4GS,25,,Apidae,Apis,mellifera,Apis mellifera,,A,,AM,TROH,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,May,5/11/2016,Illinois,Effingham,Ballard Nature Center,"39.0610833333333, -88.7050333333333",4,GS,4GS,26,,Apidae,Apis,mellifera,Apis mellifera,,A,,AM,TROH,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,May,5/11/2016,Illinois,Effingham,Ballard Nature Center,"39.0610833333333, -88.7050333333333",4,GS,4GS,27,,Apidae,Apis,mellifera,Apis mellifera,,A,,AM,TROH,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,May,5/11/2016,Illinois,Effingham,Ballard Nature Center,"39.0610833333333, -88.7050333333333",4,GS,4GS,28,,Apidae,Apis,mellifera,Apis mellifera,,A,,AM,TROH,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,May,5/11/2016,Illinois,Effingham,Ballard Nature Center,"39.7338166666666, -88.7027166666666",4,DS,4DS,30,"825,284",Apidae,Apis,mellifera,Apis mellifera,e,V,,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,May,5/15/2016,Illinois,Marion,12 Mile Tract 5,"38.81335, -88.7965833333333",3,UB,3UB,71,,Apidae,Apis,mellifera,Apis mellifera,a,Y,G,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,May,5/15/2016,Illinois,Marion,12 Mile Tract 5,"38.81335, -88.7965833333333",3,UB,3UB,72,"825,262",Apidae,Apis,mellifera,Apis mellifera,a,Y,G,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,May,5/13/2016,Illinois,Marion,PRSNA Loy Tract,"38.8162666666666, -88.7988666666666",3,GS,3GS,77,"825,258",Apidae,Apis,mellifera,Apis mellifera,,A,,AM,ERST,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,May,5/13/2016,Illinois,Marion,PRSNA Loy Tract,"38.8162666666666, -88.7988666666666",3,GS,3GS,78,"825,259",Apidae,Apis,mellifera,Apis mellifera,,A,,AM,RUBU,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,May,5/13/2016,Illinois,Marion,PRSNA Loy Tract,"38.8162666666666, -88.7988666666666",3,GS,3GS,79,,Apidae,Apis,mellifera,Apis mellifera,,A,,AM,RUBU,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,May,5/13/2016,Illinois,Marion,PRSNA Loy Tract,"38.8162666666666, -88.7988666666666",3,GS,3GS,80,,Apidae,Apis,mellifera,Apis mellifera,,A,,AM,RUBU,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,May,5/13/2016,Illinois,Marion,PRSNA Loy Tract,"38.8162666666666, -88.7988666666666",3,GS,3GS,81,,Apidae,Apis,mellifera,Apis mellifera,,A,,AM,RUBU,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,May,5/13/2016,Illinois,Marion,PRSNA Loy Tract,"38.8111, -88.8071333333333",3,DS,3DS,82,"825,260",Apidae,Apis,mellifera,Apis mellifera,,A,,AM,TROH,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,May,5/13/2016,Illinois,Marion,PRSNA Loy Tract,"38.8162666666666, -88.7988666666666",3,GS,3GS,83,"825,261",Apidae,Apis,mellifera,Apis mellifera,,A,,PM,RUBU,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,May,5/13/2016,Illinois,Marion,12 Mile Tract 5,"38.81335, -88.7965833333333",3,UB,3UB,99,,Apidae,Apis,mellifera,Apis mellifera,,A,,PM,RUBU,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,May,5/13/2016,Illinois,Fayette,12 Mile Tract 4,"38.8547833333333, -88.7455666666666",2,UB,2UB,108,"825,243",Apidae,Apis,mellifera,Apis mellifera,,A,,PM,RUBU,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,May,5/13/2016,Illinois,Fayette,12 Mile Tract 5,"38.8221, -88.7857166666666",2,GS,2GS,241,,Apidae,Apis,mellifera,Apis mellifera,,A,,,,B. Decker,B. Decker,M,Y,Lab Reference Collection
Decker_Burn Season,2016,June,6/13/2016,Illinois,Marion,12 Mile Tract 5,"38.81335, -88.7965833333333",3,UB,3UB,267,"825,252",Apidae,Apis,mellifera,Apis mellifera,a,B,O,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,June,6/13/2016,Illinois,Marion,PRSNA Loy Tract,"38.8111, -88.8071333333333",3,DS,3DS,268,"825,253",Apidae,Apis,mellifera,Apis mellifera,a,V,,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,June,6/13/2016,Illinois,Marion,PRSNA Loy Tract,"38.8111, -88.8071333333333",3,DS,3DS,269,,Apidae,Apis,mellifera,Apis mellifera,e,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,June,6/13/2016,Illinois,Marion,PRSNA Loy Tract,"38.8162666666666, -88.7988666666666",3,GS,3GS,270,"825,254",Apidae,Apis,mellifera,Apis mellifera,c,V,,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,June,6/13/2016,Illinois,Marion,PRSNA Loy Tract,"38.8111, -88.8071333333333",3,DS,3DS,271,,Apidae,Apis,mellifera,Apis mellifera,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,June,6/13/2016,Illinois,Marion,PRSNA Loy Tract,"38.8111, -88.8071333333333",3,DS,3DS,272,,Apidae,Apis,mellifera,Apis mellifera,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,June,6/13/2016,Illinois,Marion,PRSNA Loy Tract,"38.8111, -88.8071333333333",3,DS,3DS,273,,Apidae,Apis,mellifera,Apis mellifera,e,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,June,6/13/2016,Illinois,Marion,PRSNA Loy Tract,"38.8111, -88.8071333333333",3,DS,3DS,274,,Apidae,Apis,mellifera,Apis mellifera,d,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,June,6/13/2016,Illinois,Marion,PRSNA Loy Tract,"38.8111, -88.8071333333333",3,DS,3DS,275,"825,257",Apidae,Apis,mellifera,Apis mellifera,b,Y,O,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,June,6/13/2016,Illinois,Marion,PRSNA Loy Tract,"38.8162666666666, -88.7988666666666",3,GS,3GS,276,,Apidae,Apis,mellifera,Apis mellifera,d,B,O,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,June,6/13/2016,Illinois,Marion,PRSNA Loy Tract,"38.8162666666666, -88.7988666666666",3,GS,3GS,277,,Apidae,Apis,mellifera,Apis mellifera,d,B,O,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,June,6/13/2016,Illinois,Marion,PRSNA Loy Tract,"38.8111, -88.8071333333333",3,DS,3DS,278,,Apidae,Apis,mellifera,Apis mellifera,c,B,O,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,June,6/13/2016,Illinois,Marion,PRSNA Loy Tract,"38.8111, -88.8071333333333",3,DS,3DS,279,,Apidae,Apis,mellifera,Apis mellifera,d,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,June,6/13/2016,Illinois,Marion,PRSNA Loy Tract,"38.8111, -88.8071333333333",3,DS,3DS,280,,Apidae,Apis,mellifera,Apis mellifera,d,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,June,6/13/2016,Illinois,Marion,PRSNA Loy Tract,"38.8111, -88.8071333333333",3,DS,3DS,281,,Apidae,Apis,mellifera,Apis mellifera,a,B,O,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,June,6/13/2016,Illinois,Marion,PRSNA Loy Tract,"38.8162666666666, -88.7988666666666",3,GS,3GS,282,"825,256",Apidae,Apis,mellifera,Apis mellifera,C,W,O,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,June,6/13/2016,Illinois,Marion,PRSNA Loy Tract,"38.8162666666666, -88.7988666666666",3,GS,3GS,283,,Apidae,Apis,mellifera,Apis mellifera,a,B,O,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,June,6/13/2016,Illinois,Marion,PRSNA Loy Tract,"38.8111, -88.8071333333333",3,DS,3DS,284,,Apidae,Apis,mellifera,Apis mellifera,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,June,6/13/2016,Illinois,Marion,PRSNA Loy Tract,"38.8111, -88.8071333333333",3,DS,3DS,285,,Apidae,Apis,mellifera,Apis mellifera,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,June,6/13/2016,Illinois,Marion,PRSNA Loy Tract,"38.8111, -88.8071333333333",3,DS,3DS,286,,Apidae,Apis,mellifera,Apis mellifera,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,June,6/13/2016,Illinois,Marion,PRSNA Loy Tract,"38.8111, -88.8071333333333",3,DS,3DS,287,,Apidae,Apis,mellifera,Apis mellifera,e,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,June,6/13/2016,Illinois,Marion,PRSNA Loy Tract,"38.8111, -88.8071333333333",3,DS,3DS,288,,Apidae,Apis,mellifera,Apis mellifera,e,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,June,6/13/2016,Illinois,Marion,PRSNA Loy Tract,"38.8162666666666, -88.7988666666666",3,GS,3GS,289,,Apidae,Apis,mellifera,Apis mellifera,e,W,O,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,June,6/13/2016,Illinois,Marion,PRSNA Loy Tract,"38.8162666666666, -88.7988666666666",3,GS,3GS,290,,Apidae,Apis,mellifera,Apis mellifera,e,W,O,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,June,6/13/2016,Illinois,Marion,PRSNA Loy Tract,"38.8162666666666, -88.7988666666666",3,GS,3GS,291,,Apidae,Apis,mellifera,Apis mellifera,a,W,O,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,June,6/13/2016,Illinois,Marion,PRSNA Loy Tract,"38.8162666666666, -88.7988666666666",3,GS,3GS,292,,Apidae,Apis,mellifera,Apis mellifera,b,W,O,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,June,6/13/2016,Illinois,Marion,12 Mile Tract 5,"38.81335, -88.7965833333333",3,UB,3UB,293,"825,255",Apidae,Apis,mellifera,Apis mellifera,b,V,,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,June,6/13/2016,Illinois,Marion,PRSNA Loy Tract,"38.8111, -88.8071333333333",3,DS,3DS,294,,Apidae,Apis,mellifera,Apis mellifera,a,W,O,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,June,6/13/2016,Illinois,Marion,PRSNA Loy Tract,"38.8162666666666, -88.7988666666666",3,GS,3GS,295,,Apidae,Apis,mellifera,Apis mellifera,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,June,6/13/2016,Illinois,Marion,PRSNA Loy Tract,"38.8162666666666, -88.7988666666666",3,GS,3GS,296,,Apidae,Apis,mellifera,Apis mellifera,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,June,6/13/2016,Illinois,Marion,12 Mile Tract 5,"38.81335, -88.7965833333333",3,UB,3UB,297,,Apidae,Apis,mellifera,Apis mellifera,c,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,June,6/13/2016,Illinois,Marion,PRSNA Loy Tract,"38.8162666666666, -88.7988666666666",3,GS,3GS,298,,Apidae,Apis,mellifera,Apis mellifera,c,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,June,6/13/2016,Illinois,Marion,PRSNA Loy Tract,"38.8162666666666, -88.7988666666666",3,GS,3GS,299,,Apidae,Apis,mellifera,Apis mellifera,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,June,6/13/2016,Illinois,Marion,PRSNA Loy Tract,"38.8162666666666, -88.7988666666666",3,GS,3GS,300,,Apidae,Apis,mellifera,Apis mellifera,b,Y,O,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,June,6/13/2016,Illinois,Marion,PRSNA Loy Tract,"38.8162666666666, -88.7988666666666",3,GS,3GS,301,,Apidae,Apis,mellifera,Apis mellifera,c,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,June,6/13/2016,Illinois,Marion,PRSNA Loy Tract,"38.8162666666666, -88.7988666666666",3,GS,3GS,302,,Apidae,Apis,mellifera,Apis mellifera,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,June,6/13/2016,Illinois,Marion,PRSNA Loy Tract,"38.8162666666666, -88.7988666666666",3,GS,3GS,303,,Apidae,Apis,mellifera,Apis mellifera,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,June,6/13/2016,Illinois,Marion,PRSNA Loy Tract,"38.8162666666666, -88.7988666666666",3,GS,3GS,304,,Apidae,Apis,mellifera,Apis mellifera,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,June,6/13/2016,Illinois,Marion,PRSNA Loy Tract,"38.8162666666666, -88.7988666666666",3,GS,3GS,305,,Apidae,Apis,mellifera,Apis mellifera,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,June,6/13/2016,Illinois,Marion,PRSNA Loy Tract,"38.8162666666666, -88.7988666666666",3,GS,3GS,306,,Apidae,Apis,mellifera,Apis mellifera,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,June,6/13/2016,Illinois,Effingham,Ballard Nature Center,"39.0587, -88.7093666666666",4,UB,4UB,307,,Apidae,Apis,mellifera,Apis mellifera,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,June,6/13/2016,Illinois,Effingham,Ballard Nature Center,"39.0610833333333, -88.7050333333333",4,GS,4GS,308,,Apidae,Apis,mellifera,Apis mellifera,c,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,June,6/19/2016,Illinois,Marion,12 Mile Tract 5,"38.81335, -88.7965833333333",3,UB,3UB,309,,Apidae,Apis,mellifera,Apis mellifera,,A,,PM,PYVI,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,June,6/19/2016,Illinois,Marion,12 Mile Tract 5,"38.81335, -88.7965833333333",3,UB,3UB,310,,Apidae,Apis,mellifera,Apis mellifera,,A,,PM,PYVI,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,June,6/19/2016,Illinois,Marion,12 Mile Tract 5,"38.81335, -88.7965833333333",3,UB,3UB,311,"825,246",Apidae,Apis,mellifera,Apis mellifera,,A,,PM,PYVI,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,June,6/19/2016,Illinois,Marion,12 Mile Tract 5,"38.81335, -88.7965833333333",3,UB,3UB,312,,Apidae,Apis,mellifera,Apis mellifera,,A,,PM,PYVI,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,June,6/19/2016,Illinois,Marion,12 Mile Tract 5,"38.81335, -88.7965833333333",3,UB,3UB,313,,Apidae,Apis,mellifera,Apis mellifera,,A,,PM,PYVI,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,June,6/19/2016,Illinois,Marion,12 Mile Tract 5,"38.81335, -88.7965833333333",3,UB,3UB,314,,Apidae,Apis,mellifera,Apis mellifera,,A,,PM,PYVI,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,June,6/19/2016,Illinois,Marion,12 Mile Tract 5,"38.81335, -88.7965833333333",3,UB,3UB,315,"825,247",Apidae,Apis,mellifera,Apis mellifera,,A,,PM,ASSY,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,June,6/19/2016,Illinois,Marion,12 Mile Tract 5,"38.81335, -88.7965833333333",3,UB,3UB,316,,Apidae,Apis,mellifera,Apis mellifera,,A,,PM,ASSY,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,June,6/20/2016,Illinois,Effingham,12 Mile Tract 1,"38.9734666666666, -88.5996833333333",1,UB,1UB,317,"825,231",Apidae,Apis,mellifera,Apis mellifera,,A,,AM,ASSY,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,June,6/20/2016,Illinois,Effingham,Ballard Nature Center,"39.0610833333333, -88.7050333333333",4,GS,4GS,318,"825,279",Apidae,Apis,mellifera,Apis mellifera,,A,,PM,ASSY,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,June,6/20/2016,Illinois,Effingham,Ballard Nature Center,"39.0610833333333, -88.7050333333333",4,GS,4GS,319,"825,280",Apidae,Apis,mellifera,Apis mellifera,,A,,PM,PYVI,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,June,6/20/2016,Illinois,Effingham,Ballard Nature Center,"39.0610833333333, -88.7050333333333",4,GS,4GS,320,,Apidae,Apis,mellifera,Apis mellifera,,A,,PM,PYVI,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,June,6/20/2016,Illinois,Effingham,Ballard Nature Center,"39.0610833333333, -88.7050333333333",4,GS,4GS,321,,Apidae,Apis,mellifera,Apis mellifera,,A,,PM,PYVI,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,June,6/20/2016,Illinois,Effingham,Ballard Nature Center,"39.7338166666666, -88.7027166666666",4,DS,4DS,322,,Apidae,Apis,mellifera,Apis mellifera,,A,,PM,CHFA_N,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,June,6/20/2016,Illinois,Effingham,Ballard Nature Center,"39.7338166666666, -88.7027166666666",4,DS,4DS,323,"825,281",Apidae,Apis,mellifera,Apis mellifera,,A,,PM,CHFA_N,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,June,6/20/2016,Illinois,Effingham,Ballard Nature Center,"39.7338166666666, -88.7027166666666",4,DS,4DS,324,,Apidae,Apis,mellifera,Apis mellifera,,A,,PM,CHFA_N,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,June,6/20/2016,Illinois,Effingham,Ballard Nature Center,"39.7338166666666, -88.7027166666666",4,DS,4DS,325,,Apidae,Apis,mellifera,Apis mellifera,,A,,PM,CHFA_N,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,June,6/20/2016,Illinois,Effingham,Ballard Nature Center,"39.7338166666666, -88.7027166666666",4,DS,4DS,326,,Apidae,Apis,mellifera,Apis mellifera,,A,,PM,CHFA_N,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,June,6/13/2016,Illinois,Effingham,Ballard Nature Center,"39.0610833333333, -88.7050333333333",4,GS,4GS,327,"825,282",Apidae,Apis,mellifera,Apis mellifera,,A,,AM,PEDI,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,June,6/13/2016,Illinois,Marion,12 Mile Tract 5,"38.81335, -88.7965833333333",3,UB,3UB,328,,Apidae,Apis,mellifera,Apis mellifera,,A,,AM,ASSY,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,June,6/13/2016,Illinois,Marion,PRSNA Loy Tract,"38.8111, -88.8071333333333",3,DS,3DS,329,"825,248",Apidae,Apis,mellifera,Apis mellifera,,A,,AM,MOFI,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,June,6/13/2016,Illinois,Marion,PRSNA Loy Tract,"38.8162666666666, -88.7988666666666",3,GS,3GS,330,,Apidae,Apis,mellifera,Apis mellifera,,A,,AM,MOFI,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,June,6/13/2016,Illinois,Marion,PRSNA Loy Tract,"38.8111, -88.8071333333333",3,DS,3DS,331,,Apidae,Apis,mellifera,Apis mellifera,,A,,AM,PEDI,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,June,6/13/2016,Illinois,Marion,PRSNA Loy Tract,"38.8111, -88.8071333333333",3,DS,3DS,332,"825,249",Apidae,Apis,mellifera,Apis mellifera,,A,,AM,PEDI,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,June,6/20/2016,Illinois,Effingham,12 Mile Tract 1,"38.9734666666666, -88.5996833333333",1,UB,1UB,333,"825,233",Apidae,Apis,mellifera,Apis mellifera,a,V,,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,June,6/13/2016,Illinois,Marion,PRSNA Loy Tract,"38.8162666666666, -88.7988666666666",3,GS,3GS,334,,Apidae,Apis,mellifera,Apis mellifera,,A,,AM,PEDI,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,June,6/13/2016,Illinois,Marion,PRSNA Loy Tract,"38.8162666666666, -88.7988666666666",3,GS,3GS,335,,Apidae,Apis,mellifera,Apis mellifera,,A,,AM,PEDI,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,June,6/13/2016,Illinois,Marion,PRSNA Loy Tract,"38.8162666666666, -88.7988666666666",3,GS,3GS,336,,Apidae,Apis,mellifera,Apis mellifera,,A,,AM,PEDI,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,June,6/13/2016,Illinois,Marion,PRSNA Loy Tract,"38.8162666666666, -88.7988666666666",3,GS,3GS,337,,Apidae,Apis,mellifera,Apis mellifera,,A,,AM,PEDI,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,June,6/13/2016,Illinois,Marion,12 Mile Tract 5,"38.81335, -88.7965833333333",3,UB,3UB,338,"825,250",Apidae,Apis,mellifera,Apis mellifera,,A,,AM,ASSY,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,June,6/14/2016,Illinois,Fayette,12 Mile Tract 4,"38.8433833333333, -88.7595166666666",2,DS,2DS,339,"825,242",Apidae,Apis,mellifera,Apis mellifera,,A,,AM,ASSY,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,June,6/13/2016,Illinois,Marion,PRSNA Loy Tract,"38.8162666666666, -88.7988666666666",3,GS,3GS,340,"825,251",Apidae,Apis,mellifera,Apis mellifera,,A,,AM,PEDI,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,June,6/13/2016,Illinois,Effingham,Ballard Nature Center,"39.0610833333333, -88.7050333333333",4,GS,4GS,341,"825,283",Apidae,Apis,mellifera,Apis mellifera,,A,,AM,ASSY,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,June,6/13/2016,Illinois,Effingham,Ballard Nature Center,"39.0610833333333, -88.7050333333333",4,GS,4GS,342,,Apidae,Apis,mellifera,Apis mellifera,,A,,AM,ASSY,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,June,6/13/2016,Illinois,Marion,PRSNA Loy Tract,"38.8162666666666, -88.7988666666666",3,GS,3GS,343,,Apidae,Apis,mellifera,Apis mellifera,,A,,AM,Grass,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,June,6/14/2016,Illinois,Fayette,12 Mile Tract 5,"38.8221, -88.7857166666666",2,GS,2GS,827,,Apidae,Apis,mellifera,Apis mellifera,,A,,PM,ASSY,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,June,6/14/2016,Illinois,Fayette,12 Mile Tract 5,"38.8221, -88.7857166666666",2,GS,2GS,828,,Apidae,Apis,mellifera,Apis mellifera,,A,,PM,ASSY,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,June,6/14/2016,Illinois,Fayette,12 Mile Tract 5,"38.8221, -88.7857166666666",2,GS,2GS,830,,Apidae,Apis,mellifera,Apis mellifera,,A,,AM,ASSY,B. Decker,B. Decker,F,Y,Lab Reference Collection
Decker_Burn Season,2016,July,7/12/2016,Illinois,Effingham,Ballard Nature Center,"39.0610833333333, -88.7050333333333",4,GS,4GS,1778,"825,271",Apidae,Apis,mellifera,Apis mellifera,,A,,PM,VEVI,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,July,7/12/2016,Illinois,Effingham,Ballard Nature Center,"39.0610833333333, -88.7050333333333",4,GS,4GS,1779,,Apidae,Apis,mellifera,Apis mellifera,,A,,PM,VEVI,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,July,7/12/2016,Illinois,Effingham,Ballard Nature Center,"39.0610833333333, -88.7050333333333",4,GS,4GS,1780,,Apidae,Apis,mellifera,Apis mellifera,,A,,PM,VEVI,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,July,7/12/2016,Illinois,Effingham,Ballard Nature Center,"39.7338166666666, -88.7027166666666",4,DS,4DS,1781,"825,272",Apidae,Apis,mellifera,Apis mellifera,,A,,PM,CHFA_N,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,July,7/12/2016,Illinois,Effingham,Ballard Nature Center,"39.0610833333333, -88.7050333333333",4,GS,4GS,1782,"825,273",Apidae,Apis,mellifera,Apis mellifera,,A,,PM,PYVI,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,July,7/12/2016,Illinois,Effingham,Ballard Nature Center,"39.0610833333333, -88.7050333333333",4,GS,4GS,1783,,Apidae,Apis,mellifera,Apis mellifera,,A,,PM,PYVI,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,July,7/12/2016,Illinois,Effingham,Ballard Nature Center,"39.0610833333333, -88.7050333333333",4,GS,4GS,1784,,Apidae,Apis,mellifera,Apis mellifera,,A,,PM,ERYU,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,July,7/12/2016,Illinois,Effingham,Ballard Nature Center,"39.0610833333333, -88.7050333333333",4,GS,4GS,1785,,Apidae,Apis,mellifera,Apis mellifera,,A,,PM,ERYU,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,July,7/12/2016,Illinois,Effingham,Ballard Nature Center,"39.0610833333333, -88.7050333333333",4,GS,4GS,1786,"825,274",Apidae,Apis,mellifera,Apis mellifera,,A,,PM,ERYU,B. Decker,B. Decker,F,Y,INHS
